id,name_ja,name_kana,name_en,genus_ja,generation,type1,type2,height,weight,hp,attack,defense,special_attack,special_defense,speed,base_stats_total,is_legendary,is_mythical,flavor_text_ja,sprite_url,artwork_url
74,イシツブテ,,geodude,がんせきポケモン,1,rock,ground,0.4,20.0,40,80,100,30,30,20,300,0,0,草原や 山に 生息する。 石ころに 似ていて 気がつかず 踏んだり つまずいたりしてしまう。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/74.png
75,ゴローン,,graveler,がんせきポケモン,1,rock,ground,1.0,105.0,55,95,115,45,45,35,390,0,0,山から 転がり 落ちるとき 体の あちこちが 取れても 気にしない 豪快な 性格。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/75.png
76,ゴローニャ,,golem,メガトンポケモン,1,rock,ground,1.4,300.0,80,120,130,55,65,45,495,0,0,山頂から ふもとまで 続く 溝は ゴローニャが 転がり落ちる 通り道なので 要注意。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/76.png
77,ポニータ,,ponyta,ひのうまポケモン,1,fire,,1.0,30.0,50,85,55,65,65,90,410,0,0,生まれたばかりでは 立つのがやっと。 だが 走るほどに 足腰は 鍛えられて 速度が 増していく。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/77.png
78,ギャロップ,,rapidash,ひのうまポケモン,1,fire,,1.7,95.0,65,100,70,80,80,105,500,0,0,速く 動く 物体を 見ると 競争したくなり 猛烈な スピードで 追いかけはじめる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png
79,ヤドン,,slowpoke,まぬけポケモン,1,water,psychic,1.2,36.0,90,65,65,40,40,15,315,0,0,いつも ボーッとしていて なにを 考えているか わからない。 尻尾で エサを 釣るのが 得意。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png
80,ヤドラン,,slowbro,やどかりポケモン,1,water,psychic,1.6,78.5,95,75,110,100,80,30,490,0,0,くっついている シェルダーは 尻尾から にじみ出る うま味が 欲しくて ずっと 離れない。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png
81,コイル,,magnemite,じしゃくポケモン,1,electric,steel,0.3,6.0,25,35,70,95,55,45,325,0,0,左右の ユニットから 重力を さえぎる 力を 出すので 空中に 浮かべる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png
82,レアコイル,,magneton,じしゃくポケモン,1,electric,steel,1.0,60.0,50,60,95,120,70,70,465,0,0,複数の コイルが 連結して 強力な 磁力線と 高電圧を 放射する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png
83,カモネギ,,farfetchd,かるがもポケモン,1,normal,flying,0.8,15.0,52,90,55,58,62,60,377,0,0,持っている 茎は 大切な 武器でもあり 刀を 振るように いろんな ものを 切ることができる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png
84,ドードー,,doduo,ふたごどりポケモン,1,normal,flying,1.4,39.2,35,85,45,35,35,75,310,0,0,突然変異で 見つかった ２つの 頭を 持つ ポケモン。 時速１００キロで 走る。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png
85,ドードリオ,,dodrio,みつごどりポケモン,1,normal,flying,1.8,85.2,60,110,70,60,60,110,470,0,0,３つの 頭が 見ている前で わずかでも すきを 見せると クチバシで 激しく つつかれる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png
86,パウワウ,,seel,あしかポケモン,1,water,,1.1,90.0,65,45,55,45,70,45,325,0,0,氷山で 暮らす ポケモン。 頭の とがった でっぱりで 氷を 割って 海を 泳ぐ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png
87,ジュゴン,,dewgong,あしかポケモン,1,water,ice,1.7,120.0,90,70,80,70,95,70,475,0,0,全身が 真っ白な 毛で 覆われている。寒さに 強く むしろ 寒いほど 元気になる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png
88,ベトベター,,grimer,ヘドロポケモン,1,poison,,0.9,30.0,80,80,50,40,50,25,325,0,0,月からの エックス線を 浴びた ヘドロが ベトベターに 変化した。 汚いものが 大好物。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png
89,ベトベトン,,muk,ヘドロポケモン,1,poison,,1.2,30.0,105,105,75,65,100,50,500,0,0,ヘドロが たまる くさい 場所を 好んで 集まってくるので あたりは いっそう くさくなる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png
90,シェルダー,,shellder,２まいがいポケモン,1,water,,0.3,4.0,30,65,100,45,25,40,305,0,0,硬い 殻は どんな 攻撃も 跳ね返す。開いたときに 中を 攻撃されると 弱い。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png
91,パルシェン,,cloyster,２まいがいポケモン,1,water,ice,1.5,132.5,50,95,180,85,45,70,525,0,0,潮の 流れが 激しい 海に 生息している パルシェンの 殻の トゲは 大きく 鋭い。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png
92,ゴース,,gastly,ガスじょうポケモン,1,ghost,poison,1.3,0.1,30,35,30,100,35,80,310,0,0,ガスでできた 薄い 体は どんな 大きさの 相手も 包みこみ 息の根を 止める。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png
93,ゴースト,,haunter,ガスじょうポケモン,1,ghost,poison,1.6,0.1,45,50,45,115,55,95,405,0,0,暗闇で だれもいないのに 見られているような 気がしたら そこに ゴーストが いるのだ。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png
94,ゲンガー,,gengar,シャドーポケモン,1,ghost,poison,1.5,40.5,60,65,60,130,75,110,500,0,0,物陰に 姿を 隠す。 ゲンガーの 潜んでいる 部屋は 温度が ５度 下がるといわれる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png
95,イワーク,,onix,いわへびポケモン,1,rock,ground,8.8,210.0,35,45,160,30,45,70,385,0,0,地中を ものすごい 勢いで 掘りすすみ エサを 探す。通った 跡は ディグダの 住処になる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png
96,スリープ,,drowzee,さいみんポケモン,1,psychic,,1.0,32.4,60,48,45,43,90,42,328,0,0,眠らせては 夢を 食べるが 悪い 夢ばかり 食べてると お腹を 壊すことが あるらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png
97,スリーパー,,hypno,さいみんポケモン,1,psychic,,1.6,75.6,85,73,70,73,115,67,483,0,0,振り子のようなものを 持ち歩く。 子供に 催眠術を かけて どこかへ 連れ去る 事件があった。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png
98,クラブ,,krabby,さわがにポケモン,1,water,,0.4,6.5,30,105,90,25,25,50,325,0,0,危険が 迫ると 口から 吐き出す 泡で 全身を 包んで 体を 大きく みせようとする。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png
99,キングラー,,kingler,はさみポケモン,1,water,,1.3,60.0,55,130,115,50,50,75,475,0,0,硬い ハサミは １万馬力の パワーを 持っているが 大きすぎて 動きが 鈍い。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png
100,ビリリダマ,,voltorb,ボールポケモン,1,electric,,0.5,10.4,40,30,50,55,55,100,330,0,0,モンスターボールが 売り出されたのと 同じ 時期に 発見された。 なにか 関係があると いわれる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png
101,マルマイン,,electrode,ボールポケモン,1,electric,,1.2,66.6,60,50,70,80,80,150,490,0,0,少しの 刺激に 反応して 爆発する。バクダンボールという あだ名で 怖がられている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png
102,タマタマ,,exeggcute,たまごポケモン,1,grass,psychic,0.4,2.5,60,40,80,60,45,40,325,0,0,テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって ６匹になる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png
103,ナッシー,,exeggutor,やしのみポケモン,1,grass,psychic,2.0,120.0,95,95,85,125,75,55,530,0,0,３つの 頭は 考えることは 別々でも 仲良しなので ケンカしたり しないらしい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png
104,カラカラ,,cubone,こどくポケモン,1,ground,,0.4,6.5,50,50,95,40,50,35,320,0,0,死に別れた 母親の 骨を 頭に 覆っている。寂しいとき 大声で 泣くという。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png
105,ガラガラ,,marowak,ほねずきポケモン,1,ground,,1.0,45.0,60,80,110,50,80,45,425,0,0,体も 小さく もともと 弱かった。 骨を 使うようになり 性格が 凶暴化した。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png
106,サワムラー,,hitmonlee,キックポケモン,1,fighting,,1.5,49.8,50,120,53,35,110,87,455,0,0,脚が 自由に 伸び縮みして 遠く 離れている 場合でも 相手を 蹴り上げることができる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png
107,エビワラー,,hitmonchan,パンチポケモン,1,fighting,,1.4,50.2,50,105,79,35,110,76,455,0,0,腕を ねじりながら 繰り出す パンチは コンクリートも 粉砕。 ３分 戦うと ひとやすみする。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png
108,ベロリンガ,,lickitung,なめまわしポケモン,1,normal,,1.2,65.5,90,55,75,60,75,30,385,0,0,長い 舌は ねばねばした だえきで べっとり。どんなものでも くっついて とても 便利。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png
109,ドガース,,koffing,どくガスポケモン,1,poison,,0.6,1.0,40,65,95,60,45,35,340,0,0,薄い バルーン状の 体に 猛毒の ガスが つまっている。 近くに 来ると くさい。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png
110,マタドガス,,weezing,どくガスポケモン,1,poison,,1.2,9.5,65,90,120,85,70,60,490,0,0,どちらかが ふくらむと 片方は しぼむ 双子の ドガース。いつも 体内の 毒ガスを 混ぜている。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png
111,サイホーン,,rhyhorn,とげとげポケモン,1,ground,rock,1.0,115.0,80,85,95,30,30,25,345,0,0,頭は 悪いが 力が 強く 高層ビルも 体当たりで コナゴナに 粉砕する。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png
112,サイドン,,rhydon,ドリルポケモン,1,ground,rock,1.9,120.0,105,130,120,45,45,40,485,0,0,全身を よろいのような 皮膚で 守っている。２０００度の マグマの 中でも 生きられる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png
113,ラッキー,,chansey,たまごポケモン,1,normal,,1.1,34.6,250,5,5,35,105,50,450,0,0,幸せを 運ぶと いわれている。 傷ついた 人に タマゴを 分けてあげる 優しい ポケモン。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png
114,モンジャラ,,tangela,ツルじょうポケモン,1,grass,,1.0,35.0,65,55,115,100,40,60,435,0,0,たくさんの うごめく ツルに 覆われて 正体不明。 青いツルは 一生 伸びる。,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png
